user_id,event_name,event_ts,latency_ms
user_0,signup,2026-01-12T03:06:11.174159,
user_0,first_prompt,2026-01-12T03:23:09.498446,301.73399799297954
user_0,first_output,2026-01-12T03:23:28.484674,301.73399799297954
user_0,error_hit,2026-01-12T03:23:28.484674,
user_0,error_hit,2026-01-12T03:23:28.484674,
user_0,return_session,2026-01-17T05:38:49.156512,
user_1,signup,2026-01-24T08:59:27.258170,
user_1,first_prompt,2026-01-24T09:10:39.654014,773.4068354479283
user_1,first_output,2026-01-24T09:11:02.669001,773.4068354479283
user_1,project_created,2026-01-24T11:04:29.643869,
user_2,signup,2026-01-18T21:44:25.963673,
user_2,first_prompt,2026-01-18T21:58:21.828098,429.9172447884698
user_2,first_output,2026-01-18T21:58:42.642258,429.9172447884698
user_2,error_hit,2026-01-18T21:58:42.642258,
user_2,error_hit,2026-01-18T21:58:42.642258,
user_2,error_hit,2026-01-18T21:58:42.642258,
user_2,project_created,2026-01-18T23:09:45.825373,
user_3,signup,2025-12-25T03:13:25.554683,
user_3,first_prompt,2025-12-25T03:15:03.847786,322.95093002000056
user_3,first_output,2025-12-25T03:15:25.429968,322.95093002000056
user_3,template_used,2025-12-25T03:15:03.847786,
user_3,project_created,2025-12-25T04:50:53.837079,
user_4,signup,2025-12-28T12:10:46.515735,
user_4,first_prompt,2025-12-28T12:22:53.709765,341.0731813677782
user_4,first_output,2025-12-28T12:23:11.593026,341.0731813677782
user_4,error_hit,2025-12-28T12:23:11.593026,
user_4,error_hit,2025-12-28T12:23:11.593026,
user_5,signup,2026-01-23T07:26:15.795701,
user_5,first_prompt,2026-01-23T07:30:30.621916,568.5313987487064
user_5,first_output,2026-01-23T07:30:54.990105,568.5313987487064
user_5,project_created,2026-01-23T07:51:05.081441,
user_6,signup,2025-12-15T05:41:11.504151,
user_6,first_prompt,2025-12-15T05:52:52.450894,639.3476709913789
user_6,first_output,2025-12-15T05:53:07.782590,639.3476709913789
user_6,template_used,2025-12-15T05:52:52.450894,
user_6,error_hit,2025-12-15T05:53:07.782590,
user_6,multi_step_session,2025-12-15T06:27:07.958140,
user_6,project_created,2025-12-15T07:16:47.301608,
user_7,signup,2026-01-20T22:55:36.090672,
user_7,first_prompt,2026-01-20T23:04:44.102345,466.50294510546695
user_7,first_output,2026-01-20T23:05:08.711176,466.50294510546695
user_7,error_hit,2026-01-20T23:05:08.711176,
user_7,project_created,2026-01-21T00:47:52.359521,
user_8,signup,2026-01-19T20:50:05.938988,
user_8,first_prompt,2026-01-19T20:56:44.878469,459.35491231303905
user_8,first_output,2026-01-19T20:57:14.742763,459.35491231303905
user_8,error_hit,2026-01-19T20:57:14.742763,
user_8,project_created,2026-01-19T22:19:22.523493,
user_9,signup,2026-01-05T01:22:11.096656,
user_9,first_prompt,2026-01-05T01:34:49.684090,402.9053960260743
user_9,first_output,2026-01-05T01:35:19.013734,402.9053960260743
user_9,template_used,2026-01-05T01:34:49.684090,
user_9,error_hit,2026-01-05T01:35:19.013734,
user_9,project_created,2026-01-05T02:18:01.280905,
user_10,signup,2025-12-28T15:16:30.075473,
user_10,first_prompt,2025-12-28T15:25:54.335650,444.85817617506973
user_10,first_output,2025-12-28T15:26:06.760335,444.85817617506973
user_10,error_hit,2025-12-28T15:26:06.760335,
user_10,error_hit,2025-12-28T15:26:06.760335,
user_10,project_created,2025-12-28T15:48:53.331748,
user_11,signup,2025-12-27T12:41:58.779848,
user_11,first_prompt,2025-12-27T12:49:10.979443,883.7154802596688
user_11,first_output,2025-12-27T12:49:21.124118,883.7154802596688
user_11,multi_step_session,2025-12-27T13:15:29.205466,
user_11,project_created,2025-12-27T14:14:53.093134,
user_12,signup,2025-12-26T11:15:32.956799,
user_12,first_prompt,2025-12-26T11:26:14.067040,759.7425304605244
user_12,first_output,2025-12-26T11:26:41.838288,759.7425304605244
user_13,signup,2026-01-04T00:40:56.677272,
user_13,first_prompt,2026-01-04T00:46:40.637906,1000.4449434365795
user_13,first_output,2026-01-04T00:47:09.519011,1000.4449434365795
user_13,template_used,2026-01-04T00:46:40.637906,
user_13,error_hit,2026-01-04T00:47:09.519011,
user_13,error_hit,2026-01-04T00:47:09.519011,
user_13,project_created,2026-01-04T01:05:13.614241,
user_13,project_shipped,2026-01-06T15:00:28.447159,
user_14,signup,2026-01-06T16:54:43.630829,
user_14,first_prompt,2026-01-06T17:11:37.480489,1131.4619813725267
user_14,first_output,2026-01-06T17:12:11.468299,1131.4619813725267
user_14,template_used,2026-01-06T17:11:37.480489,
user_14,error_hit,2026-01-06T17:12:11.468299,
user_14,multi_step_session,2026-01-06T17:16:14.650380,
user_14,project_created,2026-01-06T17:55:54.172648,
user_14,project_shipped,2026-01-12T01:20:25.064836,
user_15,signup,2026-01-08T21:46:37.704866,
user_15,first_prompt,2026-01-08T21:58:48.487831,491.88934178585765
user_15,first_output,2026-01-08T21:59:04.137896,491.88934178585765
user_15,template_used,2026-01-08T21:58:48.487831,
user_15,project_created,2026-01-08T23:24:34.728722,
user_16,signup,2026-01-28T19:08:25.101993,
user_16,first_prompt,2026-01-28T19:16:37.156320,285.4489507816855
user_16,first_output,2026-01-28T19:17:01.514250,285.4489507816855
user_16,error_hit,2026-01-28T19:17:01.514250,
user_16,error_hit,2026-01-28T19:17:01.514250,
user_16,error_hit,2026-01-28T19:17:01.514250,
user_16,return_session,2026-02-04T00:13:19.392081,
user_17,signup,2026-01-19T16:04:29.541903,
user_17,first_prompt,2026-01-19T16:16:12.918720,512.9817633283062
user_17,first_output,2026-01-19T16:16:27.091014,512.9817633283062
user_17,template_used,2026-01-19T16:16:12.918720,
user_17,project_created,2026-01-19T17:26:14.639124,
user_18,signup,2026-01-11T23:57:12.844067,
user_18,first_prompt,2026-01-12T00:01:19.500613,708.9847377126
user_18,first_output,2026-01-12T00:01:33.696820,708.9847377126
user_18,error_hit,2026-01-12T00:01:33.696820,
user_18,error_hit,2026-01-12T00:01:33.696820,
user_18,project_created,2026-01-12T01:42:36.630748,
user_19,signup,2026-01-28T12:04:37.054187,
user_19,first_prompt,2026-01-28T12:07:52.036238,485.3473382179249
user_19,first_output,2026-01-28T12:08:04.717074,485.3473382179249
user_19,template_used,2026-01-28T12:07:52.036238,
user_19,error_hit,2026-01-28T12:08:04.717074,
user_19,error_hit,2026-01-28T12:08:04.717074,
user_19,error_hit,2026-01-28T12:08:04.717074,
user_19,project_created,2026-01-28T12:35:22.238923,
user_20,signup,2025-12-24T16:32:00.218740,
user_20,first_prompt,2025-12-24T16:36:15.884760,559.8050069285756
user_20,first_output,2025-12-24T16:36:22.877554,559.8050069285756
user_20,template_used,2025-12-24T16:36:15.884760,
user_20,error_hit,2025-12-24T16:36:22.877554,
user_21,signup,2025-12-22T05:01:44.387639,
user_21,first_prompt,2025-12-22T05:19:24.700819,454.9326345952562
user_21,first_output,2025-12-22T05:19:41.514182,454.9326345952562
user_21,template_used,2025-12-22T05:19:24.700819,
user_22,signup,2026-01-11T13:32:33.981414,
user_22,first_prompt,2026-01-11T13:38:09.299514,450.57768603521833
user_22,first_output,2026-01-11T13:38:37.239000,450.57768603521833
user_22,error_hit,2026-01-11T13:38:37.239000,
user_22,project_created,2026-01-11T14:18:31.017689,
user_22,return_session,2026-01-14T17:26:04.319426,
user_23,signup,2025-12-16T23:27:26.526954,
user_23,first_prompt,2025-12-16T23:39:36.935370,498.07297151830215
user_23,first_output,2025-12-16T23:39:43.404817,498.07297151830215
user_23,error_hit,2025-12-16T23:39:43.404817,
user_23,multi_step_session,2025-12-16T23:47:55.122348,
user_23,project_created,2025-12-17T01:14:05.960985,
user_24,signup,2025-12-16T14:32:04.923872,
user_24,first_prompt,2025-12-16T14:34:14.410772,775.6668809270506
user_24,first_output,2025-12-16T14:34:33.189142,775.6668809270506
user_25,signup,2026-01-07T04:04:47.733215,
user_25,first_prompt,2026-01-07T04:11:01.808710,832.3226171700666
user_25,first_output,2026-01-07T04:11:35.633560,832.3226171700666
user_25,error_hit,2026-01-07T04:11:35.633560,
user_25,error_hit,2026-01-07T04:11:35.633560,
user_26,signup,2026-01-04T23:30:09.026465,
user_26,first_prompt,2026-01-04T23:35:59.533659,602.6353149988586
user_26,first_output,2026-01-04T23:36:24.883911,602.6353149988586
user_26,template_used,2026-01-04T23:35:59.533659,
user_26,error_hit,2026-01-04T23:36:24.883911,
user_27,signup,2026-01-25T06:32:28.302174,
user_27,first_prompt,2026-01-25T06:33:54.859614,957.3275185162312
user_27,first_output,2026-01-25T06:34:15.599255,957.3275185162312
user_27,template_used,2026-01-25T06:33:54.859614,
user_27,multi_step_session,2026-01-25T06:53:15.592055,
user_27,project_created,2026-01-25T07:52:30.308012,
user_28,signup,2026-01-12T07:33:51.677461,
user_28,first_prompt,2026-01-12T07:44:24.886193,398.4572219713591
user_28,first_output,2026-01-12T07:44:45.235423,398.4572219713591
user_28,template_used,2026-01-12T07:44:24.886193,
user_28,error_hit,2026-01-12T07:44:45.235423,
user_28,error_hit,2026-01-12T07:44:45.235423,
user_28,multi_step_session,2026-01-12T08:00:28.966039,
user_29,signup,2026-01-07T03:14:49.409979,
user_29,first_prompt,2026-01-07T03:26:00.749417,714.6457938917999
user_29,first_output,2026-01-07T03:26:08.533633,714.6457938917999
user_29,template_used,2026-01-07T03:26:00.749417,
user_29,error_hit,2026-01-07T03:26:08.533633,
user_29,error_hit,2026-01-07T03:26:08.533633,
user_30,signup,2026-01-06T08:37:23.916810,
user_30,first_prompt,2026-01-06T08:44:46.203941,609.6394575990317
user_30,first_output,2026-01-06T08:45:08.370629,609.6394575990317
user_30,error_hit,2026-01-06T08:45:08.370629,
user_31,signup,2025-12-26T03:18:58.016842,
user_31,first_prompt,2025-12-26T03:24:17.858229,284.8590481947309
user_31,first_output,2025-12-26T03:24:32.314487,284.8590481947309
user_31,project_created,2025-12-26T05:14:51.155052,
user_32,signup,2025-12-15T12:44:15.171309,
user_32,first_prompt,2025-12-15T12:52:03.391277,1200.9570010393893
user_32,first_output,2025-12-15T12:52:23.747625,1200.9570010393893
user_32,project_created,2025-12-15T13:57:18.482480,
user_33,signup,2025-12-23T15:47:39.535815,
user_33,first_prompt,2025-12-23T16:02:55.817393,405.29389352325626
user_33,first_output,2025-12-23T16:03:16.317282,405.29389352325626
user_33,return_session,2025-12-29T18:06:16.489445,
user_34,signup,2026-01-15T03:23:40.885989,
user_34,first_prompt,2026-01-15T03:24:51.666131,610.7184807902715
user_34,first_output,2026-01-15T03:25:09.773638,610.7184807902715
user_34,error_hit,2026-01-15T03:25:09.773638,
user_34,error_hit,2026-01-15T03:25:09.773638,
user_34,error_hit,2026-01-15T03:25:09.773638,
user_35,signup,2025-12-24T00:39:18.942861,
user_35,first_prompt,2025-12-24T00:45:59.885328,739.92529176458
user_35,first_output,2025-12-24T00:46:21.682501,739.92529176458
user_35,error_hit,2025-12-24T00:46:21.682501,
user_35,project_created,2025-12-24T01:28:08.470201,
user_35,project_shipped,2025-12-28T14:18:58.229429,
user_35,return_session,2025-12-26T01:40:03.640762,
user_36,signup,2025-12-31T15:05:57.175621,
user_36,first_prompt,2025-12-31T15:13:43.177021,793.156400626847
user_36,first_output,2025-12-31T15:13:59.404262,793.156400626847
user_36,project_created,2025-12-31T15:30:39.042764,
user_37,signup,2025-12-15T04:01:58.733098,
user_37,first_prompt,2025-12-15T04:17:49.688716,983.869537830757
user_37,first_output,2025-12-15T04:17:54.507799,983.869537830757
user_37,template_used,2025-12-15T04:17:49.688716,
user_37,error_hit,2025-12-15T04:17:54.507799,
user_38,signup,2026-01-21T08:27:05.573469,
user_38,first_prompt,2026-01-21T08:38:26.043568,649.5991211050525
user_38,first_output,2026-01-21T08:38:56.409808,649.5991211050525
user_38,return_session,2026-01-27T09:42:03.420964,
user_39,signup,2025-12-21T22:49:04.683167,
user_39,first_prompt,2025-12-21T23:04:37.792053,561.5380824678895
user_39,first_output,2025-12-21T23:05:12.219373,561.5380824678895
user_39,multi_step_session,2025-12-21T23:25:13.485565,
user_39,project_created,2025-12-21T23:11:15.568892,
user_39,project_shipped,2025-12-23T18:34:53.543291,
user_39,return_session,2025-12-25T23:58:01.712793,
user_40,signup,2025-12-27T01:00:26.096144,
user_40,first_prompt,2025-12-27T01:06:19.054683,519.1884258730355
user_40,first_output,2025-12-27T01:06:42.167419,519.1884258730355
user_40,error_hit,2025-12-27T01:06:42.167419,
user_40,error_hit,2025-12-27T01:06:42.167419,
user_40,project_created,2025-12-27T02:35:17.942365,
user_41,signup,2026-01-23T14:45:31.414677,
user_41,first_prompt,2026-01-23T14:53:43.926165,539.3775143109903
user_41,first_output,2026-01-23T14:54:05.144312,539.3775143109903
user_41,project_created,2026-01-23T15:06:34.281080,
user_41,return_session,2026-01-25T19:45:21.382636,
user_42,signup,2026-01-06T22:34:26.668768,
user_42,first_prompt,2026-01-06T22:44:45.160350,422.9702750139349
user_42,first_output,2026-01-06T22:45:18.721000,422.9702750139349
user_42,error_hit,2026-01-06T22:45:18.721000,
user_42,error_hit,2026-01-06T22:45:18.721000,
user_42,project_created,2026-01-07T00:19:59.444811,
user_43,signup,2026-01-22T02:55:20.157870,
user_43,first_prompt,2026-01-22T03:05:40.245707,704.1544804230405
user_43,first_output,2026-01-22T03:05:56.993543,704.1544804230405
user_43,template_used,2026-01-22T03:05:40.245707,
user_43,multi_step_session,2026-01-22T03:41:00.418249,
user_43,project_created,2026-01-22T03:20:57.099441,
user_44,signup,2026-01-12T18:53:40.345073,
user_44,first_prompt,2026-01-12T19:03:50.394683,624.614650097374
user_44,first_output,2026-01-12T19:04:11.841264,624.614650097374
user_44,template_used,2026-01-12T19:03:50.394683,
user_44,project_created,2026-01-12T19:26:48.906763,
user_44,return_session,2026-01-16T19:23:37.964932,
user_45,signup,2026-01-17T09:06:45.443343,
user_45,first_prompt,2026-01-17T09:10:46.105457,659.7022706178705
user_45,first_output,2026-01-17T09:11:17.270888,659.7022706178705
user_45,return_session,2026-01-23T14:39:33.242689,
user_46,signup,2025-12-19T02:48:54.912485,
user_46,first_prompt,2025-12-19T02:59:17.239799,793.5304704023059
user_46,first_output,2025-12-19T02:59:36.250279,793.5304704023059
user_46,template_used,2025-12-19T02:59:17.239799,
user_46,error_hit,2025-12-19T02:59:36.250279,
user_46,project_created,2025-12-19T03:17:11.280591,
user_47,signup,2026-01-08T08:26:07.177512,
user_47,first_prompt,2026-01-08T08:34:16.210949,389.73797021614007
user_47,first_output,2026-01-08T08:34:47.490279,389.73797021614007
user_47,template_used,2026-01-08T08:34:16.210949,
user_47,error_hit,2026-01-08T08:34:47.490279,
user_47,multi_step_session,2026-01-08T09:11:08.148504,
user_48,signup,2026-01-06T20:23:38.454736,
user_48,first_prompt,2026-01-06T20:27:22.504323,683.3056919435752
user_48,first_output,2026-01-06T20:27:37.737172,683.3056919435752
user_48,error_hit,2026-01-06T20:27:37.737172,
user_48,error_hit,2026-01-06T20:27:37.737172,
user_49,signup,2026-01-23T05:02:47.496582,
user_49,first_prompt,2026-01-23T05:16:42.510159,620.1061054534885
user_49,first_output,2026-01-23T05:17:00.858518,620.1061054534885
user_49,error_hit,2026-01-23T05:17:00.858518,
user_49,project_created,2026-01-23T06:27:44.406502,
user_49,return_session,2026-01-27T08:34:02.078865,
user_50,signup,2025-12-31T06:09:54.661447,
user_50,first_prompt,2025-12-31T06:19:05.775191,615.1224804648798
user_50,first_output,2025-12-31T06:19:22.939614,615.1224804648798
user_50,error_hit,2025-12-31T06:19:22.939614,
user_50,error_hit,2025-12-31T06:19:22.939614,
user_51,signup,2026-01-10T22:02:19.653302,
user_51,first_prompt,2026-01-10T22:20:09.055915,626.8463331306274
user_51,first_output,2026-01-10T22:20:38.076149,626.8463331306274
user_51,template_used,2026-01-10T22:20:09.055915,
user_52,signup,2025-12-17T15:59:30.385439,
user_52,first_prompt,2025-12-17T16:16:12.597052,508.65955252740713
user_52,first_output,2025-12-17T16:16:28.258602,508.65955252740713
user_52,template_used,2025-12-17T16:16:12.597052,
user_52,project_created,2025-12-17T16:25:59.440242,
user_53,signup,2026-01-01T10:38:32.442719,
user_53,first_prompt,2026-01-01T10:53:37.389960,679.6510982887211
user_53,first_output,2026-01-01T10:54:10.881181,679.6510982887211
user_53,template_used,2026-01-01T10:53:37.389960,
user_53,error_hit,2026-01-01T10:54:10.881181,
user_53,error_hit,2026-01-01T10:54:10.881181,
user_53,multi_step_session,2026-01-01T11:09:43.138350,
user_54,signup,2025-12-29T12:52:45.314252,
user_54,first_prompt,2025-12-29T13:07:47.909894,485.97773743594377
user_54,first_output,2025-12-29T13:08:00.897590,485.97773743594377
user_54,error_hit,2025-12-29T13:08:00.897590,
user_54,error_hit,2025-12-29T13:08:00.897590,
user_54,error_hit,2025-12-29T13:08:00.897590,
user_54,project_created,2025-12-29T14:47:32.061161,
user_55,signup,2025-12-21T18:12:56.546626,
user_55,first_prompt,2025-12-21T18:14:36.728367,490.1680987679903
user_55,first_output,2025-12-21T18:14:56.324354,490.1680987679903
user_55,project_created,2025-12-21T19:24:10.003388,
user_56,signup,2026-01-20T17:38:42.547649,
user_56,first_prompt,2026-01-20T17:54:26.147442,1152.0336320824183
user_56,first_output,2026-01-20T17:54:30.451591,1152.0336320824183
user_56,multi_step_session,2026-01-20T18:08:00.573613,
user_57,signup,2026-01-01T01:48:06.714988,
user_57,first_prompt,2026-01-01T02:05:49.910985,1049.7776988897233
user_57,first_output,2026-01-01T02:06:08.304945,1049.7776988897233
user_58,signup,2026-01-28T01:02:51.774591,
user_58,first_prompt,2026-01-28T01:13:12.407803,467.0782540243692
user_58,first_output,2026-01-28T01:13:26.394881,467.0782540243692
user_58,template_used,2026-01-28T01:13:12.407803,
user_58,error_hit,2026-01-28T01:13:26.394881,
user_58,error_hit,2026-01-28T01:13:26.394881,
user_58,multi_step_session,2026-01-28T01:25:01.494372,
user_58,project_created,2026-01-28T01:35:35.583905,
user_59,signup,2026-01-10T13:11:27.702425,
user_59,first_prompt,2026-01-10T13:22:47.494406,672.1541267864241
user_59,first_output,2026-01-10T13:23:09.484626,672.1541267864241
user_59,error_hit,2026-01-10T13:23:09.484626,
user_59,error_hit,2026-01-10T13:23:09.484626,
user_59,project_created,2026-01-10T14:58:41.830631,
user_60,signup,2026-01-11T05:27:38.714890,
user_60,first_prompt,2026-01-11T05:30:17.018958,545.0365823020663
user_60,first_output,2026-01-11T05:30:34.335555,545.0365823020663
user_60,error_hit,2026-01-11T05:30:34.335555,
user_60,error_hit,2026-01-11T05:30:34.335555,
user_60,multi_step_session,2026-01-11T06:08:09.489261,
user_60,return_session,2026-01-14T09:49:49.679260,
user_61,signup,2026-01-12T17:02:10.706105,
user_61,first_prompt,2026-01-12T17:03:21.401713,411.15241518159513
user_61,first_output,2026-01-12T17:03:54.774597,411.15241518159513
user_61,error_hit,2026-01-12T17:03:54.774597,
user_61,error_hit,2026-01-12T17:03:54.774597,
user_61,error_hit,2026-01-12T17:03:54.774597,
user_61,multi_step_session,2026-01-12T17:12:54.333786,
user_62,signup,2026-01-14T10:33:58.547944,
user_62,first_prompt,2026-01-14T10:45:24.107095,903.6300837847598
user_62,first_output,2026-01-14T10:45:32.971809,903.6300837847598
user_62,template_used,2026-01-14T10:45:24.107095,
user_62,error_hit,2026-01-14T10:45:32.971809,
user_62,error_hit,2026-01-14T10:45:32.971809,
user_62,error_hit,2026-01-14T10:45:32.971809,
user_63,signup,2025-12-21T18:51:03.818527,
user_63,first_prompt,2025-12-21T18:54:53.578796,866.0814896624305
user_63,first_output,2025-12-21T18:55:22.833057,866.0814896624305
user_63,multi_step_session,2025-12-21T19:15:50.901137,
user_63,return_session,2025-12-23T21:31:12.711218,
user_64,signup,2026-01-03T19:32:18.760428,
user_64,first_prompt,2026-01-03T19:37:36.342630,784.3716642073283
user_64,first_output,2026-01-03T19:37:47.769837,784.3716642073283
user_64,multi_step_session,2026-01-03T20:04:19.102221,
user_64,return_session,2026-01-06T00:14:15.877364,
user_65,signup,2025-12-25T18:43:44.683593,
user_65,first_prompt,2025-12-25T18:55:17.961929,403.61026727592326
user_65,first_output,2025-12-25T18:55:30.646456,403.61026727592326
user_65,error_hit,2025-12-25T18:55:30.646456,
user_65,project_created,2025-12-25T20:40:18.366527,
user_66,signup,2026-01-02T02:41:53.383028,
user_66,first_prompt,2026-01-02T02:48:45.137929,625.7241292708862
user_66,first_output,2026-01-02T02:49:07.514248,625.7241292708862
user_66,template_used,2026-01-02T02:48:45.137929,
user_66,error_hit,2026-01-02T02:49:07.514248,
user_66,error_hit,2026-01-02T02:49:07.514248,
user_67,signup,2025-12-19T08:26:25.517207,
user_67,first_prompt,2025-12-19T08:42:30.592008,507.36104596425537
user_67,first_output,2025-12-19T08:42:49.750632,507.36104596425537
user_67,error_hit,2025-12-19T08:42:49.750632,
user_67,project_created,2025-12-19T10:09:20.835189,
user_68,signup,2026-01-27T13:15:15.462478,
user_68,first_prompt,2026-01-27T13:23:04.367278,336.27569800888386
user_68,first_output,2026-01-27T13:23:19.599934,336.27569800888386
user_68,error_hit,2026-01-27T13:23:19.599934,
user_68,error_hit,2026-01-27T13:23:19.599934,
user_68,error_hit,2026-01-27T13:23:19.599934,
user_68,multi_step_session,2026-01-27T13:39:24.371292,
user_69,signup,2025-12-24T16:12:15.697240,
user_69,first_prompt,2025-12-24T16:21:48.077310,716.0659838753596
user_69,first_output,2025-12-24T16:22:15.625364,716.0659838753596
user_69,multi_step_session,2025-12-24T16:58:01.515194,
user_69,project_created,2025-12-24T17:01:18.096442,
user_70,signup,2026-01-14T05:30:22.952233,
user_70,first_prompt,2026-01-14T05:33:35.410246,603.3442254293421
user_70,first_output,2026-01-14T05:33:48.028158,603.3442254293421
user_70,error_hit,2026-01-14T05:33:48.028158,
user_70,multi_step_session,2026-01-14T05:56:30.030750,
user_71,signup,2025-12-28T12:27:13.276791,
user_71,first_prompt,2025-12-28T12:37:48.096560,638.1916193709837
user_71,first_output,2025-12-28T12:37:58.222078,638.1916193709837
user_71,template_used,2025-12-28T12:37:48.096560,
user_71,error_hit,2025-12-28T12:37:58.222078,
user_71,project_created,2025-12-28T14:28:36.171126,
user_71,return_session,2025-12-29T14:15:50.607206,
user_72,signup,2026-01-23T08:00:11.477669,
user_72,first_prompt,2026-01-23T08:03:45.636637,553.0117033733985
user_72,first_output,2026-01-23T08:04:04.973212,553.0117033733985
user_72,error_hit,2026-01-23T08:04:04.973212,
user_72,error_hit,2026-01-23T08:04:04.973212,
user_72,error_hit,2026-01-23T08:04:04.973212,
user_72,return_session,2026-01-27T13:55:56.989487,
user_73,signup,2026-01-13T19:11:30.902660,
user_73,first_prompt,2026-01-13T19:24:50.259321,436.70750782949744
user_73,first_output,2026-01-13T19:25:23.128391,436.70750782949744
user_73,template_used,2026-01-13T19:24:50.259321,
user_73,multi_step_session,2026-01-13T19:47:00.619070,
user_73,project_created,2026-01-13T20:37:35.205044,
user_73,project_shipped,2026-01-20T13:02:33.818689,
user_74,signup,2025-12-20T22:08:42.291863,
user_74,first_prompt,2025-12-20T22:22:05.066541,658.1901672399616
user_74,first_output,2025-12-20T22:22:34.612618,658.1901672399616
user_74,error_hit,2025-12-20T22:22:34.612618,
user_74,project_created,2025-12-20T22:54:45.437054,
user_74,return_session,2025-12-22T03:57:46.586868,
user_75,signup,2026-01-22T00:40:48.959560,
user_75,first_prompt,2026-01-22T00:45:15.451286,1075.7040539991606
user_75,first_output,2026-01-22T00:45:48.920456,1075.7040539991606
user_75,project_created,2026-01-22T02:37:10.122928,
user_75,project_shipped,2026-01-24T18:31:21.284101,
user_76,signup,2026-01-26T12:32:38.489412,
user_76,first_prompt,2026-01-26T12:36:43.290177,250.05066168278697
user_76,first_output,2026-01-26T12:37:07.968604,250.05066168278697
user_76,template_used,2026-01-26T12:36:43.290177,
user_77,signup,2026-01-24T16:13:48.472506,
user_77,first_prompt,2026-01-24T16:23:53.083020,465.9584889814785
user_77,first_output,2026-01-24T16:24:22.549896,465.9584889814785
user_77,template_used,2026-01-24T16:23:53.083020,
user_78,signup,2026-01-09T15:17:48.046877,
user_78,first_prompt,2026-01-09T15:31:35.058682,580.5809342837516
user_78,first_output,2026-01-09T15:32:04.447680,580.5809342837516
user_78,error_hit,2026-01-09T15:32:04.447680,
user_78,error_hit,2026-01-09T15:32:04.447680,
user_78,error_hit,2026-01-09T15:32:04.447680,
user_78,multi_step_session,2026-01-09T15:59:01.173818,
user_78,project_created,2026-01-09T16:35:23.957726,
user_79,signup,2025-12-21T13:05:48.300222,
user_79,first_prompt,2025-12-21T13:09:20.209213,590.4174481391877
user_79,first_output,2025-12-21T13:09:39.751710,590.4174481391877
user_79,error_hit,2025-12-21T13:09:39.751710,
user_80,signup,2025-12-23T15:51:38.068437,
user_80,first_prompt,2025-12-23T16:02:18.577772,400.0488822140202
user_80,first_output,2025-12-23T16:02:46.675621,400.0488822140202
user_80,error_hit,2025-12-23T16:02:46.675621,
user_80,error_hit,2025-12-23T16:02:46.675621,
user_80,error_hit,2025-12-23T16:02:46.675621,
user_81,signup,2026-01-25T18:08:17.302287,
user_81,first_prompt,2026-01-25T18:10:25.768232,786.882901929737
user_81,first_output,2026-01-25T18:10:37.644743,786.882901929737
user_81,template_used,2026-01-25T18:10:25.768232,
user_81,error_hit,2026-01-25T18:10:37.644743,
user_81,multi_step_session,2026-01-25T18:19:07.249697,
user_82,signup,2026-01-08T20:30:45.384050,
